Type,Vehicle_Type,Vehicle_Segment,Country,Motor_Energy,Year,Units
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Liquefied petroleum gases (LPG),2023,12425.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Liquefied petroleum gases (LPG),2024,12409.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2017,1785.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2018,2667.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2019,3918.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2020,4920.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2021,5613.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2022,5534.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2023,5442.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Natural gas,2024,5295.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2017,2952.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2018,2953.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2019,2954.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2020,2956.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2021,2952.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2022,2967.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2023,2968.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Other,2024,2964.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2017,37329.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2018,43647.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2019,48305.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2020,51101.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2021,53890.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2022,55789.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2023,58690.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petrol (excluding hybrids),2024,61881.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2017,37365.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2018,43692.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2019,48399.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2020,51352.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2021,54433.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2022,56654.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2023,59843.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Petroleum products,2024,63520.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2017,742508.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2018,771362.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2019,800580.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2020,830918.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2021,862840.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2022,870441.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2023,886660.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Belgium,Total,2024,898891.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2017,1221.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2018,1720.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2019,1760.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2020,1806.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2021,1709.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2022,1788.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2023,1841.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Alternative energy,2024,1915.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2017,11.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2018,10.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2019,13.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2020,14.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2021,12.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2022,15.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2023,12.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Biodiesel,2024,15.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2017,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2018,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2019,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2020,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2021,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2022,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2023,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Bioethanol,2024,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Compressed natural gas (CNG),2017,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Compressed natural gas (CNG),2018,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2017,45775.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2018,52890.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2019,49842.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2020,49935.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2021,52825.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2022,53909.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2023,55616.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel,2024,58146.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2017,45774.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2018,52888.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2019,49839.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2020,49933.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2021,52824.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2022,53908.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2023,55615.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Diesel (excluding hybrids),2024,58144.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2017,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2018,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2019,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2020,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2021,4.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2022,16.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2023,24.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Electricity,2024,85.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2017,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2018,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2019,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2020,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2021,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2022,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2023,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid diesel-electric,2024,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2017,8.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2018,16.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2019,41.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2020,59.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2021,67.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2022,63.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2023,71.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Hybrid electric-petrol,2024,69.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied natural gas (LNG),2017,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied natural gas (LNG),2018,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2017,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2018,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2019,1.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2020,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2021,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2022,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2023,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Liquefied petroleum gases (LPG),2024,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2017,2.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2018,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2019,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2020,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2021,3.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2022,5.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2023,8.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Natural gas,2024,8.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2017,1207.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2018,1705.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2019,1741.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2020,1786.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2021,1690.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2022,1752.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2023,1797.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Other,2024,1807.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2017,2709.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2018,3179.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2019,2853.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2020,2693.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2021,2715.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2022,2707.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2023,2749.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petrol (excluding hybrids),2024,2690.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2017,2717.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2018,3195.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2019,2894.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2020,2752.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2021,2782.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2022,2770.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2023,2820.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Petroleum products,2024,2759.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2017,49713.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2018,57805.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2019,54496.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2020,54493.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2021,57316.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2022,58467.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2023,60277.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bosnia and Herzegovina,Total,2024,62820.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Alternative energy,2017,8835.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Alternative energy,2018,9651.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Alternative energy,2022,13649.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Alternative energy,2023,12951.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Alternative energy,2024,12798.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Biodiesel,2017,5.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Biodiesel,2019,6.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Biodiesel,2022,6.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Biodiesel,2023,6.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Biodiesel,2024,5.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Bioethanol,2017,0.0
Vehicle in Operation,Lorries,Goods road motor vehicles <= 3.5 tonnes,Bulgaria,Bioethanol,2019,0.0
